nom,debut,fin,genre,lateralite,set,systeme,coup,type_service,type_coup,zone_jeu,faute,effet_coup,coor_balle_x,coor_balle_y,coor_balle_z,joueur_frappe,joueur_sur,distance_x_jA,distance_y_jA,zone_joueur_jA,distance_x_jB,distance_y_jB,zone_joueur_jB
ALEXIS-LEBRUN,14945,14962,garcon,revers,2,att/att,ALEXIS-LEBRUN,lat_gauche,,m2,,,-15.27216033935547,-60.72844072977702,2,ALEXIS-LEBRUN,FAN-ZHENDONG,15.02386474609375,223.81060791015625,m5,34.6995849609375,-183.47802734375,g5
FAN-ZHENDONG,14963,14974,garcon,revers,2,att/att,FAN-ZHENDONG,,intermediaire,m3,,flip,-18.867714500427248,102.05199737548828,2,FAN-ZHENDONG,ALEXIS-LEBRUN,-9.63214111328125,248.358154296875,m6,9.453369140625,-167.91567993164062,m4
ALEXIS-LEBRUN,14975,14984,garcon,revers,2,att/att,ALEXIS-LEBRUN,,offensif,g3,,topspin,43.81476364135742,-132.0349341551463,2,ALEXIS-LEBRUN,FAN-ZHENDONG,-12.87054443359375,275.82855224609375,m7,15.73699951171875,-199.63262939453125,m5
FAN-ZHENDONG,14985,14992,garcon,revers,2,att/att,FAN-ZHENDONG,,offensif,g2,,topspin,-26.87875156402588,79.36865412394205,2,FAN-ZHENDONG,ALEXIS-LEBRUN,-23.0826416015625,302.78131103515625,m7,55.44952392578125,-235.1732635498047,g6
ALEXIS-LEBRUN,14993,15000,garcon,revers,2,att/att,ALEXIS-LEBRUN,,offensif,g2,,topspin,25.931871795654295,-89.28508898417155,2,ALEXIS-LEBRUN,FAN-ZHENDONG,-23.092041015625,301.3294677734375,m7,101.1832275390625,-249.24594116210938,h6
FAN-ZHENDONG,15001,15012,garcon,revers,2,att/att,FAN-ZHENDONG,,intermediaire,m3,,topspin,-8.757392120361327,93.87252082824708,2,FAN-ZHENDONG,ALEXIS-LEBRUN,-70.90948486328125,305.57391357421875,g7,103.65948486328125,-279.47023010253906,h7
ALEXIS-LEBRUN,15013,15022,garcon,coup_droit,2,att/att,ALEXIS-LEBRUN,,offensif,g2,,topspin,33.02890205383301,-69.18625253041586,2,ALEXIS-LEBRUN,FAN-ZHENDONG,-100.9305419921875,291.76458740234375,h7,121.55426025390625,-274.2350616455078,h7
FAN-ZHENDONG,15023,15044,garcon,revers,2,att/att,serveur_point_pour,,intermediaire,,filet,bloc,,,,FAN-ZHENDONG,ALEXIS-LEBRUN,-83.0494384765625,251.908203125,h6,66.70343017578125,-296.81410217285156,g7
ALEXIS-LEBRUN,15314,15362,garcon,coup_droit,2,att/att,ALEXIS-LEBRUN,lat_droit,,d2,,,-28.239114570617676,-61.78087984720866,2,ALEXIS-LEBRUN,FAN-ZHENDONG,79.7103271484375,-228.15774536132812,h5,-106.2591552734375,132.94580078125,h3
FAN-ZHENDONG,15363,15380,garcon,revers,2,att/att,FAN-ZHENDONG,,defensif,d2,,poussette,69.16741027832032,60.582387669881186,2,FAN-ZHENDONG,ALEXIS-LEBRUN,58.70458984375,-172.78488159179688,g4,-63.940673828125,203.9173583984375,g5
ALEXIS-LEBRUN,15381,15418,garcon,coup_droit,2,att/att,serveur_point_pour,,offensif,,filet,flip,,,,ALEXIS-LEBRUN,FAN-ZHENDONG,8.98809814453125,-245.7790069580078,m6,14.854248046875,195.21478271484375,m5
FAN-ZHENDONG,15904,15926,garcon,coup_droit,2,att/att,FAN-ZHENDONG,lat_droit,,m2,,,-8.983969497680665,69.43955459594727,2,FAN-ZHENDONG,ALEXIS-LEBRUN,117.15771484375,-135.88470458984375,h3,-41.5108642578125,214.3067626953125,g5
ALEXIS-LEBRUN,15927,15940,garcon,revers,2,att/att,ALEXIS-LEBRUN,,offensif,m3,,flip,23.511485290527343,-99.31110283533732,2,ALEXIS-LEBRUN,FAN-ZHENDONG,82.63299560546875,-195.5030517578125,h5,-3.145263671875,206.06634521484375,m5
FAN-ZHENDONG,15941,15953,garcon,revers,2,att/att,serveur_point_pour,,intermediaire,,out,topspin,,,,FAN-ZHENDONG,ALEXIS-LEBRUN,101.35504150390625,-213.01547241210938,h5,-67.51287841796875,240.4921875,g6
FAN-ZHENDONG,16478,16515,garcon,coup_droit,2,att/att,FAN-ZHENDONG,lat_droit,,m2,,,15.451300048828125,60.90355110168457,2,FAN-ZHENDONG,ALEXIS-LEBRUN,-67.75439453125,206.20355224609375,g5,106.9183349609375,-139.04730224609375,h4
ALEXIS-LEBRUN,16516,16528,garcon,coup_droit,2,att/att,ALEXIS-LEBRUN,,defensif,m2,,poussette,4.5905311584472654,-74.74695625305176,2,ALEXIS-LEBRUN,FAN-ZHENDONG,-30.8260498046875,197.323974609375,g5,77.13720703125,-187.73361206054688,h5
FAN-ZHENDONG,16529,16542,garcon,revers,2,att/att,FAN-ZHENDONG,,defensif,g3,,poussette,-29.234787368774413,107.4790252685547,2,FAN-ZHENDONG,ALEXIS-LEBRUN,-16.768310546875,203.20574951171875,m5,61.56671142578125,-180.1495361328125,g4
ALEXIS-LEBRUN,16543,16566,garcon,revers,2,att/att,serveur_point_pour,,offensif,,out,topspin,,,,ALEXIS-LEBRUN,FAN-ZHENDONG,11.8905029296875,239.97210693359375,m6,55.6904296875,-190.1895751953125,g5
ALEXIS-LEBRUN,16994,17023,garcon,coup_droit,2,att/att,ALEXIS-LEBRUN,lat_droit,,d2,,,-66.58692345619201,-63.35849329630534,2,ALEXIS-LEBRUN,FAN-ZHENDONG,79.92364501953125,-185.76409912109375,h5,-118.8798828125,132.86029052734375,h3
FAN-ZHENDONG,17024,17037,garcon,coup_droit,2,att/att,FAN-ZHENDONG,,defensif,g3,,poussette,-53.43985557556152,120.52878952026367,2,FAN-ZHENDONG,ALEXIS-LEBRUN,40.98297119140625,-152.77313232421875,g4,-37.9781494140625,200.2281494140625,g5
ALEXIS-LEBRUN,17038,17052,garcon,revers,2,att/att,ALEXIS-LEBRUN,,defensif,d2,,poussette,-36.3155424118042,-74.3281686147054,2,ALEXIS-LEBRUN,FAN-ZHENDONG,34.7227783203125,-179.35360717773438,g4,0.18902587890625,205.35015869140625,m5
FAN-ZHENDONG,17053,17065,garcon,coup_droit,2,att/att,FAN-ZHENDONG,,offensif,d3,,topspin,45.95110397338867,129.43703320821126,2,FAN-ZHENDONG,ALEXIS-LEBRUN,76.968017578125,-221.10568237304688,h5,-33.98590087890625,259.8314208984375,g6
ALEXIS-LEBRUN,17066,17090,garcon,coup_droit,2,att/att,serveur_point_pour,,intermediaire,,filet,topspin,,,,ALEXIS-LEBRUN,FAN-ZHENDONG,85.62030029296875,-145.62551879882812,h4,64.4114990234375,358.912109375,d8
ALEXIS-LEBRUN,17193,17237,garcon,coup_droit,3,att/att,ALEXIS-LEBRUN,lat_droit,,d2,,,40.80648345947266,47.275445302327476,2,ALEXIS-LEBRUN,FAN-ZHENDONG,-59.9886474609375,225.84698486328125,g5,122.254150390625,-117.65469360351562,h3
FAN-ZHENDONG,17238,17263,garcon,coup_droit,3,att/att,serveur_point_pour,,defensif,,out,poussette,,,,FAN-ZHENDONG,ALEXIS-LEBRUN,30.56854248046875,178.236083984375,d4,55.60418701171875,-206.29690551757812,g5
ALEXIS-LEBRUN,17486,17509,garcon,coup_droit,3,att/att,ALEXIS-LEBRUN,lat_gauche,,m1,,,20.011194229125977,39.75921758015951,2,ALEXIS-LEBRUN,FAN-ZHENDONG,15.96856689453125,-160.30709838867188,m4,-6.548583984375,199.64404296875,m5
FAN-ZHENDONG,17510,17536,garcon,revers,3,att/att,serveur_point_pour,,intermediaire,,filet,flip,,,,FAN-ZHENDONG,ALEXIS-LEBRUN,9.2462158203125,-202.58023071289062,m5,81.744873046875,176.2025146484375,e4
FAN-ZHENDONG,17849,17874,garcon,coup_droit,3,att/att,FAN-ZHENDONG,lat_droit,,g3,,,37.30367736816406,-103.00652049382528,2,FAN-ZHENDONG,ALEXIS-LEBRUN,58.5233154296875,-206.88787841796875,g5,-101.9117431640625,160.89019775390625,h4
ALEXIS-LEBRUN,17875,17883,garcon,revers,3,att/att,ALEXIS-LEBRUN,,offensif,g3,,topspin,-26.398815727233888,129.16626714070637,2,ALEXIS-LEBRUN,FAN-ZHENDONG,98.7293701171875,-211.19961547851562,h5,-41.6597900390625,192.0511474609375,g5
FAN-ZHENDONG,17884,17904,garcon,revers,3,att/att,serveur_point_pour,,intermediaire,,out,topspin,,,,FAN-ZHENDONG,ALEXIS-LEBRUN,95.92333984375,-243.27650451660156,h6,-16.447021484375,253.739501953125,m6
FAN-ZHENDONG,18256,18280,garcon,coup_droit,3,att/att,FAN-ZHENDONG,lat_droit,,d2,,,-58.239697742462155,-76.38873357772827,2,FAN-ZHENDONG,ALEXIS-LEBRUN,-93.70831298828125,165.15802001953125,h4,74.23797607421875,-208.09738159179688,g5
ALEXIS-LEBRUN,18281,18293,garcon,coup_droit,3,att/att,ALEXIS-LEBRUN,,defensif,m2,,poussette,-6.446340560913086,72.14930572509766,2,ALEXIS-LEBRUN,FAN-ZHENDONG,5.200439453125,213.45233154296875,m5,52.85015869140625,-171.36441040039062,g4
FAN-ZHENDONG,18294,18307,garcon,coup_droit,3,att/att,FAN-ZHENDONG,,defensif,d2,,poussette,-36.169786643981936,-59.452497227986655,2,FAN-ZHENDONG,ALEXIS-LEBRUN,5.217529296875,216.27239990234375,m5,22.04534912109375,-212.076171875,m5
ALEXIS-LEBRUN,18308,18333,garcon,coup_droit,3,att/att,serveur_point_pour,,intermediaire,,filet,flip,,,,ALEXIS-LEBRUN,FAN-ZHENDONG,8.53289794921875,222.54937744140625,m5,31.5087890625,-201.41876220703125,g5
ALEXIS-LEBRUN,18587,18655,garcon,coup_droit,3,att/att,serveur_point_pour,lat_gauche,,,out,,,,,ALEXIS-LEBRUN,FAN-ZHENDONG,-56.2669677734375,218.98468017578125,g5,124.75537109375,-113.5538330078125,h3
ALEXIS-LEBRUN,18915,18933,garcon,coup_droit,3,att/att,ALEXIS-LEBRUN,lat_droit,,g1,,,-57.02586240768433,42.14083709716797,2,ALEXIS-LEBRUN,FAN-ZHENDONG,-23.76263427734375,197.37542724609375,m5,112.06817626953125,-138.08169555664062,h4
FAN-ZHENDONG,18934,18951,garcon,revers,3,att/att,FAN-ZHENDONG,,intermediaire,g2,,topspin,44.15943145751953,-89.85006904602051,2,FAN-ZHENDONG,ALEXIS-LEBRUN,-45.375732421875,183.0640869140625,g5,79.7103271484375,-228.15774536132812,h5
ALEXIS-LEBRUN,18952,18960,garcon,revers,3,att/att,ALEXIS-LEBRUN,,offensif,d3,,topspin,27.491465759277343,93.36727549235026,2,ALEXIS-LEBRUN,FAN-ZHENDONG,-45.3004150390625,194.23919677734375,g5,133.982666015625,-241.085205078125,i6
FAN-ZHENDONG,18961,18983,garcon,coup_droit,3,att/att,serveur_point_pour,,intermediaire,,out,bloc,,,,FAN-ZHENDONG,ALEXIS-LEBRUN,-41.2232666015625,257.29656982421875,g6,137.643798828125,-228.9798583984375,i6
FAN-ZHENDONG,19788,19812,garcon,coup_droit,3,att/att,FAN-ZHENDONG,lat_droit,,m2,,,-5.21177978515625,-65.65804942448933,2,FAN-ZHENDONG,ALEXIS-LEBRUN,64.2880859375,-210.7156982421875,g5,-97.813720703125,160.2799072265625,h4
ALEXIS-LEBRUN,19813,19832,garcon,revers,3,att/att,ALEXIS-LEBRUN,,defensif,g3,,poussette,-28.964523124694825,135.36744244893393,2,ALEXIS-LEBRUN,FAN-ZHENDONG,58.57305908203125,-197.523193359375,g5,-23.5701904296875,227.21014404296875,m5
FAN-ZHENDONG,19833,19857,garcon,revers,3,att/att,serveur_point_pour,,intermediaire,,out,topspin,,,,FAN-ZHENDONG,ALEXIS-LEBRUN,58.25994873046875,-256.42604064941406,g6,27.82635498046875,243.45513916015625,d6
FAN-ZHENDONG,20287,20316,garcon,coup_droit,3,att/att,FAN-ZHENDONG,lat_droit,,m2,,,-10.281079864501953,-70.43640505472818,2,FAN-ZHENDONG,ALEXIS-LEBRUN,74.29827880859375,-196.28005981445312,g5,-101.90582275390625,161.679931640625,h4
ALEXIS-LEBRUN,20317,20329,garcon,revers,3,att/att,ALEXIS-LEBRUN,,intermediaire,m2,,flip,-13.899635314941406,85.65928344726562,2,ALEXIS-LEBRUN,FAN-ZHENDONG,28.40869140625,-199.40426635742188,g5,-20.1732177734375,212.6275634765625,m5
FAN-ZHENDONG,20330,20342,garcon,revers,3,att/att,FAN-ZHENDONG,,intermediaire,g2,,topspin,50.90421981811524,-76.90654341379802,2,FAN-ZHENDONG,ALEXIS-LEBRUN,52.6358642578125,-211.09097290039062,g5,-23.4388427734375,247.57135009765625,m6
ALEXIS-LEBRUN,20343,20362,garcon,revers,3,att/att,serveur_point_pour,,offensif,,filet,topspin,,,,ALEXIS-LEBRUN,FAN-ZHENDONG,98.54345703125,-250.0988006591797,h6,15.29248046875,269.1004638671875,m6
ALEXIS-LEBRUN,20645,20696,garcon,coup_droit,3,att/att,ALEXIS-LEBRUN,lat_gauche,,d1,,,42.948035049438474,34.98031756083171,2,ALEXIS-LEBRUN,FAN-ZHENDONG,-56.17877197265625,231.78564453125,g6,122.26513671875,-115.18438720703125,h3
FAN-ZHENDONG,20697,20716,garcon,coup_droit,3,att/att,serveur_point_pour,,defensif,,filet,poussette,,,,FAN-ZHENDONG,ALEXIS-LEBRUN,11.50567626953125,175.56988525390625,m4,61.48583984375,-195.47589111328125,g5
ALEXIS-LEBRUN,20988,21026,garcon,coup_droit,3,att/att,ALEXIS-LEBRUN,lat_droit,,g3,,,-34.514313507080075,109.50052922566732,2,ALEXIS-LEBRUN,FAN-ZHENDONG,-67.66851806640625,218.398681640625,g5,114.703857421875,-118.89202880859375,h3
FAN-ZHENDONG,21027,21044,garcon,revers,3,att/att,serveur_point_pour,,offensif,,out,topspin,,,,FAN-ZHENDONG,ALEXIS-LEBRUN,11.5936279296875,190.28021240234375,m5,64.2288818359375,-222.013916015625,g5
FAN-ZHENDONG,21508,21533,garcon,coup_droit,3,att/att,FAN-ZHENDONG,lat_droit,,m2,,,-12.803654861450195,-69.22055775324503,2,FAN-ZHENDONG,ALEXIS-LEBRUN,-97.772705078125,165.78558349609375,h4,74.271484375,-201.53173828125,g5
ALEXIS-LEBRUN,21534,21546,garcon,coup_droit,3,att/att,ALEXIS-LEBRUN,,defensif,m2,,poussette,1.0934436798095704,81.60814018249512,2,ALEXIS-LEBRUN,FAN-ZHENDONG,-13.27886962890625,211.1251220703125,m5,64.51422119140625,-167.54812622070312,g4
FAN-ZHENDONG,21547,21567,garcon,coup_droit,3,att/att,FAN-ZHENDONG,,intermediaire,g3,,topspin,61.53160552978515,-103.71173518498739,2,FAN-ZHENDONG,ALEXIS-LEBRUN,-13.3697509765625,196.7313232421875,m5,37.525146484375,-226.6598358154297,g5
ALEXIS-LEBRUN,21568,21576,garcon,revers,3,att/att,serveur_point_contre,,offensif,d3,pt_gagne,topspin,39.264770126342775,133.0791965484619,2,ALEXIS-LEBRUN,FAN-ZHENDONG,-20.34039306640625,186.520751953125,m5,43.3787841796875,-266.5607452392578,g6
FAN-ZHENDONG,22091,22133,garcon,coup_droit,3,att/att,FAN-ZHENDONG,lat_droit,,m2,,,-12.817179489135743,-70.67069705327351,2,FAN-ZHENDONG,ALEXIS-LEBRUN,64.302001953125,-208.05780029296875,g5,-101.92950439453125,158.520751953125,h4
ALEXIS-LEBRUN,22134,22146,garcon,coup_droit,3,att/att,ALEXIS-LEBRUN,,defensif,g3,,poussette,-47.92850818634033,119.90034675598145,2,ALEXIS-LEBRUN,FAN-ZHENDONG,61.5421142578125,-184.81341552734375,g5,-37.98797607421875,198.74993896484375,g5
FAN-ZHENDONG,22147,22156,garcon,revers,3,att/att,FAN-ZHENDONG,,offensif,m3,,topspin,-18.372826194763185,-117.85617661476135,2,FAN-ZHENDONG,ALEXIS-LEBRUN,37.7552490234375,-185.53347778320312,g5,-16.72235107421875,210.42901611328125,m5
ALEXIS-LEBRUN,22158,22167,garcon,coup_droit,3,att/att,serveur_point_contre,,offensif,d2,pt_gagne,topspin,54.30681610107422,74.82111511230468,2,ALEXIS-LEBRUN,FAN-ZHENDONG,43.5628662109375,-233.16966247558594,g6,8.4356689453125,206.39306640625,m5
ALEXIS-LEBRUN,22709,22737,garcon,coup_droit,3,att/att,ALEXIS-LEBRUN,lat_droit,,d2,,,36.43542671203613,65.21664568583171,2,ALEXIS-LEBRUN,FAN-ZHENDONG,-75.41741943359375,218.51226806640625,g5,140.50909423828125,-115.86865234375,i3
FAN-ZHENDONG,22738,22751,garcon,coup_droit,3,att/att,FAN-ZHENDONG,,defensif,d2,,poussette,-60.896046781539916,-61.38009624481201,2,FAN-ZHENDONG,ALEXIS-LEBRUN,14.77142333984375,181.257568359375,m4,61.43658447265625,-204.80807495117188,g5
ALEXIS-LEBRUN,22752,22766,garcon,coup_droit,3,att/att,ALEXIS-LEBRUN,,intermediaire,m3,,flip,18.47292366027832,134.62146390279133,2,ALEXIS-LEBRUN,FAN-ZHENDONG,30.7684326171875,213.1876220703125,d5,34.55615234375,-208.92202758789062,g5
FAN-ZHENDONG,22767,22777,garcon,coup_droit,3,att/att,FAN-ZHENDONG,,offensif,d2,,topspin,-44.312739562988284,-64.58459688822428,2,FAN-ZHENDONG,ALEXIS-LEBRUN,60.9200439453125,243.9549560546875,d6,-22.688720703125,-180.1751708984375,m4
ALEXIS-LEBRUN,22778,22793,garcon,coup_droit,3,att/att,ALEXIS-LEBRUN,,intermediaire,m2,,bloc,-6.446340560913086,72.14930572509766,2,ALEXIS-LEBRUN,FAN-ZHENDONG,40.1676025390625,245.61138916015625,d6,-30.08441162109375,-234.07400512695312,d6
FAN-ZHENDONG,22794,22806,garcon,coup_droit,3,att/att,FAN-ZHENDONG,,offensif,g3,,topspin,46.320719146728514,-97.71770645777384,2,FAN-ZHENDONG,ALEXIS-LEBRUN,15.32965087890625,275.3670654296875,m7,-41.24945068359375,-292.27491760253906,d7
ALEXIS-LEBRUN,22807,22833,garcon,revers,3,att/att,ALEXIS-LEBRUN,,intermediaire,m3,,bloc,-10.891565322875977,135.84026832580565,2,ALEXIS-LEBRUN,FAN-ZHENDONG,-13.13812255859375,233.424560546875,m6,-60.61541748046875,-412.1745376586914,d8
FAN-ZHENDONG,22834,22846,garcon,coup_droit,3,att/att,FAN-ZHENDONG,,intermediaire,m1,,bloc,4.8838764190673825,-42.052184422810875,2,FAN-ZHENDONG,ALEXIS-LEBRUN,-60.25640869140625,187.27398681640625,g5,-2596.93896484375,1777.310546875,i8
ALEXIS-LEBRUN,22847,22869,garcon,revers,3,att/att,ALEXIS-LEBRUN,,defensif,m3,,poussette,-13.764178848266601,100.10602849324545,2,ALEXIS-LEBRUN,FAN-ZHENDONG,-71.72308349609375,190.901611328125,g5,-2596.93896484375,1777.310546875,i8
FAN-ZHENDONG,22870,22891,garcon,coup_droit,3,att/att,serveur_point_pour,,offensif,,out,topspin,,,,FAN-ZHENDONG,ALEXIS-LEBRUN,-12.93402099609375,265.77093505859375,m6,-2596.93896484375,1777.310546875,i8
ALEXIS-LEBRUN,23176,23177,garcon,coup_droit,3,att/att,ALEXIS-LEBRUN,lat_droit,,g2,,,-54.02364149093628,63.206883112589516,2,ALEXIS-LEBRUN,FAN-ZHENDONG,-34.37396240234375,200.97930908203125,g5,88.05078125,-204.4625244140625,h5
FAN-ZHENDONG,23178,23195,garcon,revers,3,att/att,FAN-ZHENDONG,,defensif,m2,,poussette,-15.353953170776368,-69.45207554499308,2,FAN-ZHENDONG,ALEXIS-LEBRUN,-20.24749755859375,201.02679443359375,m5,82.48040771484375,-226.05784606933594,h5
ALEXIS-LEBRUN,23196,23211,garcon,coup_droit,3,att/att,ALEXIS-LEBRUN,,defensif,m2,,poussette,17.937925338745117,73.32893155415853,2,ALEXIS-LEBRUN,FAN-ZHENDONG,-13.2198486328125,220.4781494140625,m5,82.67840576171875,-186.40646362304688,h5
FAN-ZHENDONG,23212,23226,garcon,coup_droit,3,att/att,FAN-ZHENDONG,,intermediaire,m3,,flip,-0.8749549865722657,-135.38109899361928,2,FAN-ZHENDONG,ALEXIS-LEBRUN,-13.15631103515625,230.5479736328125,m6,34.5406494140625,-211.67376708984375,g5
ALEXIS-LEBRUN,23227,23251,garcon,coup_droit,3,att/att,serveur_point_pour,,offensif,,filet,topspin,,,,ALEXIS-LEBRUN,FAN-ZHENDONG,5.08502197265625,194.4114990234375,m5,69.72991943359375,-262.0472412109375,g6
FAN-ZHENDONG,23603,23629,garcon,coup_droit,3,att/att,FAN-ZHENDONG,lat_droit,,g3,,,50.53548889160156,-122.79085466066996,2,FAN-ZHENDONG,ALEXIS-LEBRUN,-101.95916748046875,154.57135009765625,h4,61.43658447265625,-204.80807495117188,g5
ALEXIS-LEBRUN,23630,23637,garcon,revers,3,att/att,ALEXIS-LEBRUN,,offensif,m2,,topspin,-24.25307846069336,80.64125289916993,2,ALEXIS-LEBRUN,FAN-ZHENDONG,-67.888671875,187.140625,g5,101.42437744140625,-198.40606689453125,h5
FAN-ZHENDONG,23638,23648,garcon,revers,3,att/att,FAN-ZHENDONG,,intermediaire,m3,,bloc,18.762188339233397,-104.12289484341939,2,FAN-ZHENDONG,ALEXIS-LEBRUN,-45.0845947265625,226.25604248046875,g5,85.18682861328125,-233.04751586914062,h6
ALEXIS-LEBRUN,23649,23663,garcon,revers,3,att/att,serveur_point_pour,,offensif,,out,topspin,,,,ALEXIS-LEBRUN,FAN-ZHENDONG,-48.66961669921875,240.53472900390625,g6,119.04608154296875,-275.14637756347656,h7
FAN-ZHENDONG,24032,24061,garcon,coup_droit,3,att/att,FAN-ZHENDONG,lat_droit,,m2,,,-2.6528491973876953,-58.271887143452965,2,FAN-ZHENDONG,ALEXIS-LEBRUN,55.5682373046875,-213.01034545898438,g5,-118.71856689453125,153.74627685546875,h4
ALEXIS-LEBRUN,24062,24074,garcon,coup_droit,3,att/att,ALEXIS-LEBRUN,,defensif,m2,,poussette,-3.805146026611328,87.70693550109863,2,ALEXIS-LEBRUN,FAN-ZHENDONG,70.1695556640625,-176.8870849609375,g4,-27.32373046875,190.77264404296875,g5
FAN-ZHENDONG,24075,24085,garcon,coup_droit,3,att/att,FAN-ZHENDONG,,defensif,d1,,poussette,-44.088637351989746,-42.088819630940755,2,FAN-ZHENDONG,ALEXIS-LEBRUN,49.8485107421875,-178.751220703125,g4,-13.3515625,199.61053466796875,m5
ALEXIS-LEBRUN,24086,24104,garcon,coup_droit,3,att/att,ALEXIS-LEBRUN,,defensif,g3,,poussette,-26.582206344604494,110.13787384033203,2,ALEXIS-LEBRUN,FAN-ZHENDONG,58.494873046875,-212.24020385742188,g5,8.4356689453125,206.39306640625,m5
FAN-ZHENDONG,24105,24129,garcon,revers,3,att/att,serveur_point_pour,,offensif,,out,topspin,,,,FAN-ZHENDONG,ALEXIS-LEBRUN,25.20660400390625,-211.2791748046875,m5,40.004638671875,216.48095703125,d5
FAN-ZHENDONG,24239,24290,garcon,coup_droit,4,att/att,FAN-ZHENDONG,lat_droit,,m2,,,15.54952392578125,72.09498875935873,2,FAN-ZHENDONG,ALEXIS-LEBRUN,-85.40045166015625,201.97198486328125,h5,104.35992431640625,-130.687744140625,h3
ALEXIS-LEBRUN,24291,24303,garcon,coup_droit,4,att/att,ALEXIS-LEBRUN,,offensif,m3,,topspin,-5.832412338256836,-133.3257043659687,2,ALEXIS-LEBRUN,FAN-ZHENDONG,-41.6597900390625,192.0511474609375,g5,64.42730712890625,-184.1451416015625,g5
FAN-ZHENDONG,24304,24314,garcon,coup_droit,4,att/att,serveur_point_contre,,offensif,d3,pt_gagne,topspin,52.37240295410156,105.78420702616374,2,FAN-ZHENDONG,ALEXIS-LEBRUN,-13.433349609375,186.65228271484375,m5,58.54461669921875,-202.8741455078125,g5
FAN-ZHENDONG,24670,24695,garcon,coup_droit,4,att/att,FAN-ZHENDONG,lat_droit,,m2,,,-1.5312545776367188,64.69000803629557,2,FAN-ZHENDONG,ALEXIS-LEBRUN,-63.9725341796875,199.36090087890625,g5,106.90655517578125,-141.56719970703125,h4
ALEXIS-LEBRUN,24696,24709,garcon,coup_droit,4,att/att,ALEXIS-LEBRUN,,intermediaire,g3,,flip,30.450967407226564,-102.5556901137034,2,ALEXIS-LEBRUN,FAN-ZHENDONG,-75.8074951171875,163.9342041015625,g4,64.33685302734375,-201.41384887695312,g5
FAN-ZHENDONG,24710,24723,garcon,revers,4,att/att,FAN-ZHENDONG,,offensif,g3,,topspin,-73.10323050022126,136.6280559539795,2,FAN-ZHENDONG,ALEXIS-LEBRUN,-67.80810546875,198.57952880859375,g5,82.5323486328125,-215.65341186523438,h5
ALEXIS-LEBRUN,24724,24737,garcon,revers,4,att/att,ALEXIS-LEBRUN,,intermediaire,m3,,bloc,-13.345147323608398,-127.2924657424291,2,ALEXIS-LEBRUN,FAN-ZHENDONG,-37.70831298828125,240.85479736328125,g6,64.17315673828125,-232.650634765625,g6
FAN-ZHENDONG,24738,24748,garcon,coup_droit,4,att/att,FAN-ZHENDONG,,offensif,m2,,topspin,-16.41121883392334,90.21183954874674,2,FAN-ZHENDONG,ALEXIS-LEBRUN,-97.0595703125,261.611083984375,h6,82.3731689453125,-247.52613830566406,h6
ALEXIS-LEBRUN,24749,24766,garcon,revers,4,att/att,ALEXIS-LEBRUN,,intermediaire,d2,,bloc,-38.824143409729004,-56.67903079986572,2,ALEXIS-LEBRUN,FAN-ZHENDONG,-96.58123779296875,325.8798828125,h8,140.0343017578125,-228.23391723632812,i5
FAN-ZHENDONG,24767,24778,garcon,coup_droit,4,att/att,serveur_point_contre,,offensif,d2,pt_gagne,topspin,45.30042152404785,49.79839693705241,2,FAN-ZHENDONG,ALEXIS-LEBRUN,-66.57586669921875,373.5369873046875,g8,121.7232666015625,-236.4224853515625,h6
ALEXIS-LEBRUN,25075,25131,garcon,coup_droit,4,att/att,ALEXIS-LEBRUN,lat_droit,,d2,,,-33.55929069519043,-65.17653074264527,2,ALEXIS-LEBRUN,FAN-ZHENDONG,82.43487548828125,-235.1641082763672,h6,-102.0657958984375,140.35003662109375,h4
FAN-ZHENDONG,25132,25143,garcon,coup_droit,4,att/att,FAN-ZHENDONG,,defensif,m2,,poussette,-1.5833019256591796,58.98439229329427,2,FAN-ZHENDONG,ALEXIS-LEBRUN,72.98931884765625,-177.56680297851562,g4,-93.4249267578125,203.5194091796875,h5
ALEXIS-LEBRUN,25144,25156,garcon,coup_droit,4,att/att,ALEXIS-LEBRUN,,defensif,d2,,poussette,-30.934487342834473,-67.9106922785441,2,ALEXIS-LEBRUN,FAN-ZHENDONG,37.8319091796875,-171.834716796875,g4,-63.80267333984375,223.6556396484375,g5
FAN-ZHENDONG,25157,25167,garcon,revers,4,att/att,FAN-ZHENDONG,,offensif,g3,,flip,-45.406433296203616,98.66960779825847,2,FAN-ZHENDONG,ALEXIS-LEBRUN,34.68792724609375,-185.5404052734375,g5,-9.9239501953125,201.778564453125,m5
ALEXIS-LEBRUN,25168,25178,garcon,revers,4,att/att,ALEXIS-LEBRUN,,intermediaire,m2,,bloc,-7.918821716308594,-87.51410853068033,2,ALEXIS-LEBRUN,FAN-ZHENDONG,19.01275634765625,-186.97549438476562,m5,11.74835205078125,216.18426513671875,m5
FAN-ZHENDONG,25179,25187,garcon,revers,4,att/att,FAN-ZHENDONG,,offensif,g2,,topspin,-45.526255989074706,86.707785542806,2,FAN-ZHENDONG,ALEXIS-LEBRUN,-15.79449462890625,-187.47262573242188,m5,-2.70623779296875,277.1666259765625,m7
